ID,Gender,MaritalStatus,NumChildren,EstIncome,CarOwner,Age,MonthsAsCustomer,MemberShipPlan
10720,F,Single,0,14302,N,18,4,Silver
10721,F,Single,1,20872,Y,30,106,Unlimited
10722,M,Married,2,75783,N,33,97,Family Platinum
10723,F,Married,0,33927,Y,37,87,Family Unlimited
10724,M,Single,1,45796,N,18,11,Gold
10725,F,Single,0,21911,Y,28,7,Silver
10726,M,Single,0,80144,Y,48,57,Gold
10727,F,Single,1,42523,Y,30,77,Gold
10728,F,Single,0,93093,N,22,41,Gold
10729,M,Married,0,86799,N,24,67,Family Unlimited
10730,M,Single,0,594034,N,26,86,Silver
10731,F,Single,0,971738,Y,27,50,Gold
10732,M,Single,0,9444,Y,25,73,Unlimited
10733,M,Married,0,62320,N,40,90,Family Gold
10734,F,Married,0,92350,Y,25,54,Family Platinum
10735,M,Married,1,28858,N,49,109,Family Military
10736,F,Single,1,79475,N,29,79,Platinum
10737,M,Single,3,76221,N,28,44,Unlimited
10738,F,Married,0,10492,Y,54,32,Family Platinum
10739,M,Single,0,38396,Y,23,1,Unlimited
10740,F,Married,0,85048,N,34,12,Family Gold
10741,N,Single,0,70043,Y,26,98,Unlimited
10742,F,Single,0,44195,Y,26,34,Silver
10743,M,Married,0,51479,N,23,70,Family Unlimited
10744,M,Married,0,19668,Y,53,9,Family Unlimited
10745,M,Married,0,504,N,33,99,Family Silver
10746,M,Married,1,86574,N,52,78,Family Gold
10747,M,Single,2,32588,Y,28,97,Platinum
10748,F,Married,0,66621,Y,32,97,Family Gold
10749,F,Married,1,61892,Y,28,14,Family Silver
10750,M,Married,0,96771,Y,72,118,Family Silver
10751,F,Single,0,19395,Y,23,3,Gold
10752,F,Single,0,7151,N,19,24,Unlimited
10753,M,Single,1,61772,Y,21,24,Platinum
10754,F,Married,2,15886,Y,31,42,Family Gold
10755,M,Single,0,245766,Y,25,63,Silver
10756,M,Single,1,66268,Y,23,57,Silver
10757,F,Single,1,33495,Y,26,52,Silver
10758,F,Married,2,79979,Y,27,80,Family Unlimited
10759,F,Married,0,76211,Y,37,111,Family Military
10760,M,Single,0,5104,Y,29,70,Silver
10761,F,Single,2,87620,Y,22,35,Platinum
10762,F,Married,0,8517,Y,39,95,Family Silver
10763,M,Single,2,88196,Y,22,11,Silver
10764,M,Married,0,78738,N,39,70,Family Gold
10765,M,Single,1,60478,Y,23,19,Gold
10766,F,Single,0,9887,Y,21,37,Gold
10767,M,Married,2,720340,Y,44,95,Family Military
10768,F,Single,0,3423,Y,25,15,Silver
10769,F,Single,0,68467,Y,96,26,Platinum
10770,M,Married,2,12281,Y,42,18,Family Gold
10771,F,Married,2,12872,N,28,39,Family Platinum
10772,F,Married,2,537,N,42,2,Family Unlimited
10773,M,Single,0,45768,Y,30,40,Platinum
10774,F,Married,0,96782,Y,80,49,Family Platinum
10775,M,Single,1,70272,Y,24,39,Platinum
10776,F,Single,2,96100,Y,20,15,Platinum
10777,M,Married,3,37150,N,23,39,Family Unlimited
10778,F,Married,0,70063,Y,23,41,Family Silver
10779,F,Single,1,712630,Y,20,10,Gold
10780,M,Married,0,29208,Y,35,81,Family Platinum
10781,M,Single,0,90036,N,27,104,Gold
10782,M,Single,0,81518,N,23,46,Platinum
10783,M,Single,0,757902,Y,29,16,Silver
10784,M,Married,1,81202,Y,42,119,Family Gold
10785,F,Single,0,11039,N,30,25,Silver
10786,F,Single,0,59470,Y,23,50,Platinum
10787,M,Married,0,83596,Y,40,18,Family Military
10788,M,Single,0,94681,N,28,74,Platinum
10789,M,Married,2,59340,N,28,16,Family Silver
10790,F,Married,1,10653,Y,48,6,Family Gold
10791,F,Single,0,48504,N,91,35,Unlimited
10792,F,Married,0,26327,N,54,80,Family Platinum
10793,M,Single,0,10490,N,23,4,Platinum
10794,F,Married,1,93239,Y,49,5,Family Gold
10795,F,Single,0,87743,N,22,39,Unlimited
10796,F,Married,7,16028,Y,45,120,Family Gold
10797,M,Single,0,39460,N,80,16,Unlimited
10798,M,Single,2,81458,Y,19,13,Unlimited
10799,M,Single,1,2793,Y,26,77,Gold
10800,M,Single,0,825222,Y,27,114,Gold
10801,M,Married,1,145778,Y,52,9,Family Platinum
10802,M,Single,1,65430,Y,27,78,Platinum
10803,F,Married,2,87654,Y,41,115,Family Unlimited
10804,F,Single,1,36482,Y,30,52,Silver
10805,M,Single,0,258394,N,18,5,Unlimited
10806,M,Married,2,24700,N,26,15,Family Military
10807,M,Married,2,215123,N,26,52,Family Military
10808,M,Single,1,95171,Y,27,41,Platinum
10809,M,Married,9,25635,Y,30,40,Family Unlimited
10810,F,Married,5,29463,Y,27,5,Family Platinum
10811,M,Single,0,12404,Y,28,68,Silver
10812,M,Single,1,26886,N,18,3,Gold
10813,M,Married,0,25690,N,34,19,Family Silver
10814,F,Married,0,95163,Y,68,14,Family Unlimited
10815,M,Married,1,18590,Y,39,111,Family Unlimited
10816,M,Single,0,78971,N,30,34,Gold
10817,F,Married,0,8250,Y,47,49,Family Platinum
10818,F,Single,2,23812,N,18,6,Silver
10819,M,Single,0,353761,N,21,38,Silver
10820,F,Single,0,31581,Y,67,73,Gold
10821,F,Single,1,3397,N,19,14,Unlimited
10822,M,Married,0,61521,Y,23,32,Family Gold
10823,M,Married,0,6060,Y,53,62,Family Platinum
10824,F,Single,0,50457,Y,29,52,Silver
10825,F,Married,2,29222,N,47,83,Family Unlimited
10826,F,Single,0,87904,Y,19,10,Unlimited
10827,M,Single,0,17601,Y,22,9,Unlimited
10828,M,Married,2,48224,N,31,74,Family Military
10829,F,Single,0,57763,N,23,52,Silver
10830,M,Married,0,77107,Y,50,104,Family Silver
10831,F,Single,0,26644,N,28,103,Gold
10832,M,Married,0,72464,Y,38,30,Family Military
10833,M,Married,0,26568,N,26,89,Family Gold
10834,F,Single,9,53242,Y,30,89,Silver
10835,M,Single,0,45145,N,23,41,Unlimited
10836,M,Married,0,44214,Y,55,81,Family Unlimited
10837,F,Single,0,106180,Y,42,114,Platinum
10838,M,Married,0,150798,Y,57,60,Family Platinum
10839,M,Single,0,53037,Y,94,106,Silver
10840,F,Married,0,73055,Y,31,69,Family Silver
10841,F,Married,0,76370,Y,49,49,Family Military
10842,M,Married,1,36558,Y,43,7,Family Gold
10843,F,Married,0,40263,Y,26,102,Family Gold
10844,F,Single,0,49069,N,27,93,Gold
10845,M,Single,0,50002,N,27,59,Silver
10846,M,Single,1,61084,Y,18,5,Silver
10847,F,Single,1,46000,Y,22,53,Platinum
10848,F,Married,0,37783,Y,29,20,Family Gold
10849,M,Married,0,99741,Y,52,78,Family Silver
10850,F,Married,0,8779,Y,83,85,Family Gold
10851,F,Single,1,98357,Y,29,23,Platinum
10852,F,Single,2,9610,Y,25,48,Unlimited
10853,M,Married,0,68679,Y,66,70,Family Gold
10854,M,Single,2,529279,N,29,52,Gold
10855,M,Single,1,490987,Y,24,59,Gold
10856,F,Married,1,71618,N,25,3,Family Military
10857,F,Single,8,600956,Y,28,57,Silver
10858,F,Married,2,63202,Y,30,43,Family Military
10859,M,Married,0,27293,Y,44,3,Family Gold
10860,F,Single,0,38422,Y,19,1,Gold
10861,F,Single,1,51584,Y,20,1,Gold
10862,M,Single,1,28415,Y,27,43,Silver
10863,F,Married,1,74218,Y,34,31,Family Unlimited
10864,F,Single,0,7692,Y,19,14,Silver
10865,F,Married,2,54848,Y,51,83,Family Gold
10866,F,Single,0,39734,Y,26,94,Platinum
10867,F,Single,1,58094,N,28,47,Platinum
10868,F,Married,2,70286,Y,45,23,Family Silver
10869,F,Single,2,80583,Y,27,52,Platinum
10870,F,Single,0,2349,Y,21,44,Silver
10871,M,Married,5,25570,Y,33,38,Family Military
10872,M,Single,0,20448,Y,24,73,Silver
10873,M,Married,0,64062,N,48,54,Family Platinum
10874,F,Single,0,47303,Y,26,48,Silver
10875,M,Married,0,94902,Y,51,100,Family Unlimited
10876,F,Married,0,93745,Y,24,6,Family Unlimited
10877,F,Single,0,730160,N,19,9,Silver
10878,M,Married,6,46077,Y,28,6,Family Unlimited
10879,F,Single,0,55424,Y,61,48,Unlimited
10880,M,Single,1,15573,Y,19,5,Platinum
10881,M,Single,0,11076,Y,18,11,Silver
10882,F,Single,0,91652,Y,23,19,Silver
10883,M,Single,2,8576,Y,21,3,Unlimited
10884,M,Single,0,56732,Y,25,26,Gold
10885,F,Married,2,60553,N,44,107,Family Military
10886,F,Married,0,8282,N,40,57,Family Silver
10887,F,Married,1,73204,Y,44,75,Family Unlimited
10888,F,Single,0,22523,Y,21,19,Platinum
10889,F,Single,1,305010,N,18,6,Unlimited
10890,M,Married,1,201777,Y,47,99,Family Military
10891,F,Single,0,656939,N,19,14,Silver
10892,M,Married,2,77561,Y,49,85,Family Gold
10893,M,Married,1,17330,Y,35,92,Family Platinum
10894,M,Single,0,33857,Y,22,28,Platinum
10895,F,Married,3,42680,N,50,120,Family Silver
10896,F,Married,1,85221,Y,40,21,Family Platinum
10897,F,Single,7,19119,Y,28,61,Silver
10898,F,Single,0,56014,Y,95,82,Unlimited
10899,M,Married,0,25341,N,50,69,Family Gold
10900,M,Married,6,34485,Y,52,1,Family Military
10901,F,Single,0,55789,Y,30,113,Unlimited
10902,M,Single,2,18371,Y,21,40,Unlimited
10903,M,Single,1,45868,Y,25,11,Gold
10904,F,Married,0,4771,Y,37,76,Family Military
10905,F,Single,1,34411,N,27,6,Platinum
10906,M,Single,0,47982,Y,59,33,Unlimited
10907,M,Single,1,73857,Y,20,28,Unlimited
10908,F,Single,0,92499,N,30,11,Platinum
10909,M,Single,0,26291,Y,18,5,Platinum
10910,F,Single,0,786018,Y,30,56,Silver
10911,F,Married,0,2520,Y,43,27,Family Silver
10912,M,Single,0,36312,Y,23,32,Silver
10913,M,Married,1,69151,Y,43,59,Family Platinum
10914,M,Married,0,68259,Y,51,61,Family Unlimited
10915,F,Single,0,9768,N,27,108,Gold
10916,F,Married,0,27126,Y,39,2,Family Military
10917,F,Married,7,97850,N,48,105,Family Platinum
10918,M,Single,0,79264,Y,21,46,Silver
10919,F,Single,0,65094,Y,54,28,Silver
10920,M,Single,2,927298,Y,23,22,Gold
10921,M,Single,1,17866,Y,23,30,Unlimited
10922,F,Single,0,96267,Y,44,13,Gold
10923,M,Married,0,54444,Y,54,62,Family Military
10924,M,Single,1,64662,Y,19,7,Platinum
10925,M,Married,0,62679,Y,25,32,Family Unlimited
10926,M,Married,1,39800,Y,45,111,Family Gold
10927,M,Married,1,68910,N,50,97,Family Silver
10928,F,Married,0,78716,N,63,44,Family Gold
10929,F,Married,1,48630,Y,32,3,Family Unlimited
10930,M,Married,0,98656,N,27,52,Family Platinum
10931,F,Married,2,10578,Y,34,98,Family Military
10932,M,Single,0,52738,Y,28,82,Silver
10933,M,Single,1,746567,N,29,53,Silver
10934,F,Married,2,35463,Y,37,78,Family Military
10935,F,Single,2,94091,Y,29,3,Silver
10936,M,Married,1,53214,Y,50,112,Family Unlimited
10937,M,Married,1,62570,Y,46,114,Family Platinum
10938,M,Single,1,56630,Y,18,6,Platinum
10939,M,Married,1,99481,Y,24,24,Family Unlimited
10940,F,Single,0,930058,Y,24,79,Platinum
10941,M,Single,1,50333,Y,27,42,Unlimited
10942,F,Single,0,66816,N,23,30,Silver
10943,M,Single,0,865169,Y,26,12,Silver
10944,M,Married,0,67095,N,44,19,Family Gold
10945,F,Married,1,746006,Y,32,48,Family Silver
10946,F,Single,1,32733,Y,28,112,Platinum
10947,M,Married,0,87835,Y,64,56,Family Military
10948,F,Married,0,767271,Y,53,10,Family Platinum
10949,F,Married,2,61839,Y,31,69,Family Unlimited
10950,M,Single,1,82330,N,28,112,Platinum
10951,F,Single,0,79809,Y,28,60,Platinum
10952,F,Married,2,29690,Y,30,21,Family Platinum
10953,F,Single,1,47332,N,23,10,Gold
10954,F,Married,3,84884,Y,31,35,Family Silver
10955,F,Married,6,82753,Y,30,16,Family Platinum
10956,F,Married,7,5846,Y,49,90,Family Military
10957,M,Single,0,92165,N,22,35,Silver
10958,M,Single,0,376113,Y,27,70,Unlimited
10959,F,Married,0,19557,N,54,67,Family Unlimited
10960,M,Married,1,7797,N,28,90,Family Platinum
10961,F,Single,2,39372,Y,24,22,Gold
10962,M,Married,0,75753,Y,53,100,Family Platinum
10963,F,Single,1,488453,N,28,74,Gold
10964,F,Married,2,50187,Y,28,68,Family Military
10965,M,Married,1,8037,Y,27,92,Family Silver
10966,F,Married,1,36503,N,28,83,Family Gold
10967,F,Married,9,34322,Y,32,35,Family Silver
10968,M,Married,0,74037,Y,25,1,Family Military
10969,F,Married,0,18502,Y,37,96,Family Gold
10970,F,Married,1,35301,Y,38,92,Family Silver
10971,M,Married,2,98006,N,30,84,Family Unlimited
10972,F,Single,0,60708,Y,29,75,Unlimited
10973,M,Single,1,6701,Y,26,105,Silver
10974,M,Married,0,13133,Y,50,81,Family Unlimited
10975,F,Married,0,8947,N,24,16,Family Gold
10976,M,Single,0,24708,Y,28,111,Gold
10977,F,Single,0,36984,Y,20,27,Platinum
10978,F,Married,1,90383,Y,47,76,Family Gold
10979,F,Married,2,26695,Y,51,76,Family Unlimited
10980,F,Married,1,2775,Y,76,84,Family Platinum
10981,M,Single,2,97881,Y,18,3,Unlimited
10982,M,Married,1,62151,N,28,101,Family Gold
10983,M,Married,1,72291,N,36,93,Family Gold
10984,F,Single,0,294194,Y,23,60,Platinum
10985,F,Married,0,42959,Y,49,32,Family Unlimited
10986,M,Single,0,259684,N,26,18,Platinum
10987,F,Married,0,534547,N,53,29,Family Platinum
10988,F,Married,2,782352,Y,40,36,Family Silver
10989,M,Single,1,29129,Y,18,1,Gold
10990,M,Single,0,508900,Y,30,102,Unlimited
10991,F,Single,1,495927,Y,30,78,Silver
10992,F,Single,0,39653,Y,28,59,Gold
10993,M,Married,0,86507,N,47,79,Family Gold
10994,F,Single,1,53105,Y,22,55,Gold
10995,M,Single,2,143051,Y,19,2,Unlimited
10996,F,Single,1,64473,Y,19,16,Silver
10997,F,Married,1,36229,Y,47,96,Family Unlimited
10998,M,Married,5,596329,Y,46,24,Family Military
10999,M,Single,0,20153,Y,27,89,Silver
11000,F,Married,1,89150,N,39,34,Family Platinum
11001,F,Married,0,91820,Y,47,13,Family Gold
11002,M,Single,0,42738,N,24,84,Gold
11003,F,Married,1,487874,Y,25,63,Family Silver
11004,F,Married,0,39082,N,32,48,Family Gold
11005,M,Married,1,40317,Y,47,61,Family Silver
11006,M,Single,2,90469,N,23,49,Gold
11007,F,Married,6,87574,Y,50,24,Family Silver
11008,F,Married,4,50052,Y,51,68,Family Gold
11009,M,Married,2,279023,Y,26,71,Family Platinum
11010,F,Single,1,72261,Y,27,41,Silver
11011,M,Single,0,73028,Y,89,9,Platinum
11012,M,Married,0,75451,Y,53,20,Family Silver
11013,F,Married,8,56990,Y,44,26,Family Gold
11014,M,Single,1,93135,Y,27,23,Platinum
11015,F,Single,0,14250,Y,21,39,Platinum
11016,M,Married,0,41463,Y,51,64,Family Unlimited
11017,M,Single,0,11930,Y,26,46,Unlimited
11018,F,Single,0,81554,Y,23,27,Gold
11019,F,Married,0,960314,Y,36,49,Family Silver
11020,M,Married,2,18000,N,32,93,Family Military
11021,M,Single,1,96949,Y,25,75,Silver
11022,F,Single,0,26463,N,21,11,Silver
11023,F,Single,0,3880,N,27,114,Platinum
11024,F,Married,2,79873,Y,33,56,Family Platinum
11025,F,Single,1,84464,N,21,39,Gold
11026,M,Married,1,85456,Y,37,83,Family Platinum
11027,M,Single,0,57122,Y,21,37,Platinum
11028,M,Married,8,32944,Y,37,73,Family Gold
11029,M,Single,0,7032,Y,26,55,Platinum
11030,F,Married,1,6917,N,37,48,Family Military
11031,F,Married,0,74264,Y,52,52,Family Silver
11032,F,Married,0,56648,Y,44,7,Family Unlimited
11033,M,Married,0,57409,N,43,27,Family Platinum
11034,M,Single,1,26949,Y,26,62,Gold
11035,M,Single,1,71966,Y,29,84,Unlimited
11036,M,Single,0,62398,Y,56,93,Gold
11037,M,Married,0,71,Y,23,22,Family Gold
11038,F,Single,1,91554,Y,23,64,Gold
11039,M,Married,1,5221,N,33,18,Family Gold
11040,M,Married,2,132353,Y,32,77,Family Platinum
11041,M,Single,0,64872,N,24,34,Silver
11042,M,Single,1,44562,Y,26,99,Platinum
11043,M,Single,2,47076,N,29,101,Gold
11044,M,Married,2,17319,N,45,53,Family Military
11045,F,Married,0,90655,Y,33,67,Family Silver
11046,M,Married,0,47693,Y,82,39,Family Unlimited
11047,F,Married,0,87543,Y,70,29,Family Gold
11048,M,Single,1,440439,N,34,55,Gold
11049,M,Married,2,504249,Y,51,67,Family Platinum
11050,M,Single,2,8524,Y,24,80,Platinum
11051,M,Married,1,489,Y,34,2,Family Military
11052,F,Married,0,62062,Y,43,65,Family Military
11053,M,Single,1,45311,N,25,72,Gold
11054,F,Married,2,67883,Y,32,101,Family Military
11055,M,Single,2,82386,Y,22,26,Platinum
11056,M,Single,0,66021,Y,24,47,Silver
11057,M,Single,4,12965,N,30,69,Unlimited
11058,M,Single,0,96661,Y,27,101,Silver
11059,F,Single,1,63968,N,23,66,Unlimited
11060,M,Married,0,37225,Y,45,38,Family Silver
11061,M,Married,1,33984,Y,28,79,Family Military
11062,M,Married,0,76,Y,37,97,Family Unlimited
11063,F,Married,1,66601,N,42,105,Family Unlimited
11064,M,Married,0,49062,Y,45,44,Family Military
11065,M,Single,1,38578,Y,22,41,Silver
11066,F,Single,0,93171,Y,24,25,Unlimited
11067,M,Married,1,15750,N,34,76,Family Platinum
11068,F,Single,0,440847,Y,28,34,Unlimited
11069,M,Married,0,62921,Y,25,19,Family Gold
11070,M,Married,0,76883,Y,25,36,Family Gold
11071,F,Married,0,87902,N,46,67,Family Gold
11072,M,Single,2,12252,Y,28,15,Platinum
11073,F,Married,1,2209,Y,47,47,Family Silver
11074,F,Married,4,58230,Y,33,26,Family Unlimited
11075,M,Married,6,31072,N,51,100,Family Silver
11076,M,Married,1,50569,Y,39,19,Family Platinum
11077,F,Married,0,175380,N,58,29,Family Platinum
11078,F,Married,1,45033,Y,50,20,Family Gold
11079,F,Single,0,15198,Y,19,6,Gold
11080,F,Single,1,27302,Y,28,104,Gold
11081,F,Married,1,538183,Y,49,22,Family Silver
11082,M,Single,0,54198,Y,21,14,Unlimited
11083,F,Single,1,84920,Y,22,2,Silver
11084,F,Married,1,96757,Y,27,13,Family Unlimited
11085,F,Married,2,27253,N,47,46,Family Gold
11086,M,Single,1,50350,Y,26,51,Silver
11087,F,Married,0,29461,Y,51,116,Family Silver
11088,M,Married,2,51507,Y,29,1,Family Silver
11089,M,Married,1,13676,Y,46,17,Family Military
11090,M,Married,2,4302,Y,40,120,Family Military
11091,M,Single,0,94568,Y,63,18,Gold
11092,F,Single,1,95619,Y,21,46,Unlimited
11093,M,Married,2,70276,N,31,89,Family Unlimited
11094,M,Married,0,35012,Y,28,89,Family Gold
11095,M,Married,2,81137,Y,27,106,Family Silver
11096,M,Married,0,13381,Y,34,96,Family Military
11097,F,Single,0,90068,Y,20,10,Silver
11098,F,Single,0,87688,Y,29,107,Gold
11099,M,Married,0,62927,N,38,44,Family Gold
11100,M,Single,2,21290,N,21,19,Platinum
11101,M,Single,1,84893,Y,18,12,Platinum
11102,M,Married,0,121764,N,37,87,Family Gold
11103,F,Single,0,5895,Y,18,8,Gold
11104,M,Single,1,86612,Y,26,51,Platinum
11105,F,Single,0,38751,Y,22,45,Unlimited
11106,M,Single,1,90026,Y,18,3,Platinum
11107,M,Married,2,78957,N,40,95,Family Unlimited
11108,M,Married,1,537241,Y,28,85,Family Gold
11109,F,Married,0,41747,Y,30,10,Family Gold
11110,F,Single,0,46436,Y,61,110,Platinum
11111,F,Single,0,85022,Y,24,7,Silver
11112,M,Single,7,73518,N,29,37,Unlimited
11113,F,Married,0,70095,Y,43,116,Family Unlimited
11114,M,Married,1,82699,Y,50,42,Family Unlimited
11115,M,Married,2,3746,Y,27,2,Family Military
11116,F,Married,8,68275,Y,52,116,Family Military
11117,M,Single,1,87005,Y,26,10,Platinum
11118,M,Single,1,41350,Y,20,32,Gold
11119,M,Single,0,214940,Y,25,29,Silver
11120,F,Married,1,14307,Y,54,26,Family Unlimited
11121,M,Single,2,60191,Y,24,70,Unlimited
11122,F,Single,1,76635,Y,22,11,Gold
11123,F,Single,1,5708,N,30,60,Unlimited
11124,M,Single,1,14889,Y,20,25,Gold
11125,F,Single,0,94368,Y,23,47,Platinum
11126,M,Married,0,86941,Y,41,54,Family Silver
11127,M,Single,1,310379,Y,23,52,Silver
11128,B,Married,1,75859,Y,44,6,Family Military
11129,M,Single,0,63988,N,21,27,Platinum
11130,M,Single,2,87833,Y,22,21,Gold
11131,F,Married,0,1847,Y,45,74,Family Platinum
11132,F,Single,0,84653,Y,73,35,Gold
11133,M,Single,1,84153,Y,22,57,Unlimited
11134,M,Married,0,90372,Y,28,24,Family Silver
11135,M,Married,2,93782,Y,52,20,Family Unlimited
11136,M,Married,1,54786,N,33,63,Family Unlimited
11137,M,Single,1,37944,Y,21,41,Silver
11138,M,Married,0,19616,Y,71,36,Family Military
11139,F,Single,1,97387,N,19,24,Silver
11140,M,Married,1,93603,N,48,101,Family Silver
11141,M,Married,0,258021,Y,34,21,Family Silver
11142,M,Single,1,79813,Y,18,12,Unlimited
11143,M,Married,7,23646,N,25,30,Family Silver
11144,M,Married,0,89897,Y,26,3,Family Unlimited
11145,M,Single,1,22562,Y,24,39,Unlimited
11146,M,Single,0,16649,Y,26,63,Platinum
11147,M,Single,1,63927,Y,24,50,Platinum
11148,F,Single,2,84344,N,21,13,Platinum
11149,F,Married,1,83777,Y,28,62,Family Silver
11150,M,Single,1,20794,N,24,41,Platinum
11151,M,Married,0,2720,N,52,84,Family Unlimited
11152,M,Married,2,37641,N,25,62,Family Gold
11153,F,Married,0,94485,Y,29,108,Family Silver
11154,M,Married,0,32904,N,28,31,Family Gold
11155,F,Single,1,44733,Y,23,19,Silver
11156,F,Married,0,121820,Y,24,70,Family Military
11157,F,Single,2,35413,Y,18,5,Gold
11158,F,Married,0,8356,Y,52,74,Family Gold
11159,M,Married,2,94613,N,43,90,Family Silver
11160,M,Single,9,26370,Y,30,23,Unlimited
11161,F,Single,1,77827,N,26,95,Silver
11162,M,Single,1,36259,N,25,40,Unlimited
11163,F,Single,2,52912,N,18,4,Gold
11164,F,Single,0,42889,Y,22,36,Platinum
11165,F,Single,0,32271,Y,21,12,Unlimited
11166,M,Married,0,22066,Y,36,54,Family Platinum
11167,F,Married,2,1595,Y,43,48,Family Gold
11168,M,Single,0,983858,Y,69,26,Gold
11169,M,Married,0,5499,N,54,36,Family Gold
11170,M,Single,1,56029,Y,28,95,Platinum
11171,F,Single,1,86072,N,18,10,Silver
11172,M,Single,0,55195,N,20,17,Gold
11173,M,Single,0,50075,Y,25,94,Silver
11174,M,Married,1,72669,Y,36,61,Family Platinum
11175,M,Married,2,104,Y,31,90,Family Unlimited
11176,F,Single,2,49582,N,19,5,Gold
11177,M,Single,0,60956,Y,64,102,Gold
11178,M,Single,1,64200,Y,27,34,Gold
11179,F,Married,2,55075,Y,43,15,Family Platinum
11180,F,Married,0,71889,N,44,9,Family Platinum
11181,M,Married,2,40177,Y,34,90,Family Unlimited
11182,F,Married,2,14864,Y,43,15,Family Silver
11183,F,Single,0,51864,N,30,53,Unlimited
11184,F,Single,0,99995,Y,21,24,Silver
11185,B,Single,1,41716,N,25,75,Gold
11186,M,Single,0,52974,N,23,10,Platinum
11187,F,Married,2,75600,Y,36,43,Family Military
11188,F,Single,1,30254,N,26,104,Unlimited
11189,F,Married,0,47451,Y,33,22,Family Unlimited
11190,F,Married,0,45875,Y,50,5,Family Platinum
11191,M,Single,1,59802,Y,28,62,Unlimited
11192,M,Married,2,409116,Y,36,44,Family Military
11193,M,Married,0,44714,Y,54,54,Family Gold
